##FastQC	0.11.8
>>Basic Statistics	pass
#Measure	Value
Filename	father_R1_fq_gz.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	2023471
Sequences flagged as poor quality	0
Sequence length	101
%GC	44
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	30.96933239962421	31.0	31.0	32.0	30.0	32.0
2	34.30594359889517	34.0	33.0	36.0	32.0	39.0
3	34.32262533043468	34.0	33.0	36.0	31.0	39.0
4	35.318655913526804	35.0	33.0	39.0	31.0	41.0
5	35.15701040439917	35.0	33.0	39.0	31.0	41.0
6	33.97814745059356	34.0	31.0	39.0	27.0	41.0
7	34.53667435807086	35.0	32.0	39.0	28.0	41.0
8	35.80532560140472	35.0	34.0	40.0	31.0	42.0
9	35.815149315211336	35.0	34.0	40.0	31.0	42.0
10-11	35.83306111132801	35.0	34.0	40.0	31.0	42.5
12-13	35.62206352351973	35.0	33.5	40.0	30.5	42.5
14-15	35.45318563992269	35.5	33.0	40.0	29.5	42.5
16-17	35.922611690506066	36.0	34.0	40.0	32.0	42.5
18-19	35.98216579333235	36.0	34.0	40.0	31.0	42.5
20-21	35.86911351830592	36.0	33.5	40.0	31.0	42.5
22-23	35.28681261060821	35.5	33.0	39.5	29.5	42.5
24-25	35.822753822515864	36.0	33.5	40.0	31.0	43.0
26-27	35.35109077421915	35.5	33.0	40.0	29.5	42.5
28-29	35.1583949065739	35.5	33.0	39.5	29.0	42.5
30-31	34.24620763035398	35.0	32.0	39.0	27.0	42.5
32-33	35.456636640703024	35.5	33.5	40.0	30.0	43.0
34-35	30.794985448271806	31.5	28.0	35.5	23.5	39.0
36-37	35.371910197872865	36.0	34.0	40.0	30.0	43.0
38-39	32.0360417816712	32.5	29.5	36.0	26.0	39.5
40-41	35.00497807974515	35.5	33.0	39.5	29.5	42.5
42-43	35.30337054496951	36.0	33.5	40.0	30.0	43.0
44-45	35.104295786794076	35.5	33.5	40.0	29.5	43.0
46-47	35.438367784860766	36.0	34.0	40.0	31.0	43.0
48-49	35.35298949181876	36.0	34.0	40.0	31.0	43.0
50-51	34.3210851551616	35.0	32.5	39.0	28.0	42.5
52-53	35.268189166041914	36.0	34.0	40.0	31.0	43.0
54-55	35.195209617533436	36.0	34.0	40.0	31.0	42.5
56-57	35.090298057150314	36.0	34.0	40.0	31.0	42.5
58-59	35.04851045554891	36.0	34.0	40.0	30.5	42.5
60-61	34.9436922990248	36.0	34.0	40.0	30.5	42.0
62-63	33.44167349074931	34.5	32.0	39.0	26.0	42.0
64-65	34.55828227832275	35.0	33.5	40.0	29.5	42.0
66-67	34.54139075875068	35.0	34.0	40.0	30.0	42.0
68-69	34.475841511936665	35.0	34.0	40.0	29.0	42.0
70-71	34.34407584788712	35.0	34.0	40.0	29.0	42.0
72-73	33.78092965009135	35.0	33.0	39.0	27.0	41.5
74-75	33.46025393988844	35.0	32.5	39.5	26.0	41.5
76-77	33.66030177847867	35.0	33.0	38.5	28.5	40.5
78-79	33.88438381375369	35.0	33.0	39.0	29.0	41.5
80-81	33.81182705361233	35.0	33.0	39.0	28.0	42.0
82-83	33.597597148661876	35.0	33.0	39.0	26.5	41.0
84-85	33.48418608420877	35.0	33.0	39.0	26.0	41.0
86-87	33.26409372805442	35.0	33.0	39.0	24.5	41.0
88-89	33.00035360032341	35.0	33.0	39.0	21.5	41.0
90-91	32.74635490204703	35.0	33.0	39.0	17.0	41.0
92-93	32.43642137693102	35.0	33.0	39.0	6.0	41.0
94-95	31.43666106408246	34.5	31.5	38.0	2.0	41.0
96-97	31.19940290718276	34.5	32.5	38.0	2.0	40.5
98-99	29.775074858992298	33.5	30.5	37.0	2.0	40.0
100-101	28.178276090934837	33.0	28.0	36.0	2.0	39.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1101	1	0.36397097023615643
1101	2	0.6610677338745532
1101	3	0.6888642057369552
1101	4	0.5769379800998564
1101	5	0.6990266082625567
1101	6	1.0399838622717823
1101	7	1.225190753065121
1101	8	0.7445380666820256
1101	9	0.778483388389958
1101	10-11	0.8080074355918825
1101	12-13	0.8668089590727703
1101	14-15	1.1237063059410346
1101	16-17	0.8881917635593695
1101	18-19	0.8380275714033445
1101	20-21	0.9656917002024912
1101	22-23	1.1657951053153468
1101	24-25	1.2469744975790462
1101	26-27	1.2766605213305482
1101	28-29	1.444570778662623
1101	30-31	1.458276789750812
1101	32-33	1.2442045320604649
1101	34-35	1.7767213859314985
1101	36-37	1.3094721567338468
1101	38-39	1.4780873795416696
1101	40-41	1.435129707769356
1101	42-43	1.041882583178591
1101	44-45	1.2026334851692084
1101	46-47	1.2606032005355985
1101	48-49	1.0742824893789802
1101	50-51	1.2786221121429193
1101	52-53	1.0134277033012964
1101	54-55	1.2115953809356128
1101	56-57	1.1540869792832638
1101	58-59	1.0905166608567853
1101	60-61	1.203626233516708
1101	62-63	1.4160065196499545
1101	64-65	1.0489721335459237
1101	66-67	1.1276992917938387
1101	68-69	1.0541483708461499
1101	70-71	1.0100742570443586
1101	72-73	1.1907791103955034
1101	74-75	1.2162225237751727
1101	76-77	0.9732005367599257
1101	78-79	1.00853078388716
1101	80-81	1.0733379490109556
1101	82-83	1.0033690585494313
1101	84-85	1.1280726066761773
1101	86-87	1.1878827143477295
1101	88-89	1.2814603287449486
1101	90-91	1.469290216083138
1101	92-93	1.40544300211441
1101	94-95	1.4539120729154007
1101	96-97	1.434987053346159
1101	98-99	1.3220137326190802
1101	100-101	1.2760269226876417
1102	1	0.2744567369677071
1102	2	0.4423202810606668
1102	3	0.44695406883283084
1102	4	0.3146201956056629
1102	5	0.4957953906016286
1102	6	0.956622815553537
1102	7	0.693996893047057
1102	8	0.6261733846197615
1102	9	0.48295355737639767
1102	10-11	0.5577482339329976
1102	12-13	0.4696170585540429
1102	14-15	0.8464742373161727
1102	16-17	0.5680239182587457
1102	18-19	0.6809318037262813
1102	20-21	0.728712100514187
1102	22-23	0.79037043844653
1102	24-25	0.8066760570275164
1102	26-27	0.79493016278456
1102	28-29	0.838193358224494
1102	30-31	1.1556592605457965
1102	32-33	0.9525130048573374
1102	34-35	1.2454415329102524
1102	36-37	0.9069116029878046
1102	38-39	0.9089514502792682
1102	40-41	0.9013837710406492
1102	42-43	0.7722716954047613
1102	44-45	0.7822295870370866
1102	46-47	0.8415992358913655
1102	48-49	0.7423270818455023
1102	50-51	0.7520087040812555
1102	52-53	0.6175509659165854
1102	54-55	0.7748263214626903
1102	56-57	0.8521251976712634
1102	58-59	0.7153458974997449
1102	60-61	0.8031046513106546
1102	62-63	0.8798213974991356
1102	64-65	0.8172841601768539
1102	66-67	0.722748458599078
1102	68-69	0.821689720846642
1102	70-71	0.7955889598101535
1102	72-73	0.8375667215343228
1102	74-75	0.7013457342241054
1102	76-77	0.710584833377915
1102	78-79	0.8157625916801621
1102	80-81	0.8413471661567442
1102	82-83	0.6704025200164168
1102	84-85	0.7876776583371878
1102	86-87	0.8834890832096249
1102	88-89	0.6858756415312612
1102	90-91	0.5951293610763031
1102	92-93	0.7668055714386384
1102	94-95	0.7647331716043908
1102	96-97	0.718954289604401
1102	98-99	0.7134029393967971
1102	100-101	0.9439924504972055
1103	1	0.2476787301675003
1103	2	0.4137404066395689
1103	3	0.31222100431586597
1103	4	0.417138043292276
1103	5	0.6216056481119594
1103	6	0.7576113944849254
1103	7	0.6093839875815092
1103	8	0.49222402241094443
1103	9	0.4849746025684354
1103	10-11	0.6699990165990002
1103	12-13	0.5288422839753224
1103	14-15	0.8838956986865156
1103	16-17	0.6440645453864065
1103	18-19	0.6511749509296649
1103	20-21	0.5062906495068518
1103	22-23	0.6916916957692862
1103	24-25	0.6495686154567295
